date_CSH2169;CSH2169 BZ Equity;date_AMARAUR;AMARAUR BZ Equity;date_HPRFIC;HPRFIC BZ Equity;date_JULBGEN;JULBGEN BZ Equity;date_LEGCAPF;LEGCAPF BZ Equity;date_KPZETAF;KPZETAF BZ Equity;date_LSSTLS;LSSTLS BZ Equity;date_APXEQHF;APXEQHF BZ Equity;date_LSPLFIA;LSPLFIA BZ Equity;date_KADFIML;KADFIML BZ Equity;date_DIDOLFI;DIDOLFI BZ Equity;date_QUAADCP;QUAADCP BZ Equity;date_NWCSHST;NWCSHST BZ Equity;date_BEMFIRD;BEMFIRD BZ Equity
11/10/2018;1,0182499;02/07/2018;1,0058554;01/09/2016;12,818129;12/08/2020;0,9852166;16/07/2018;0,99816534;01/09/2016;2,339935;01/09/2016;139,9726;01/09/2016;1,670252;29/12/2016;1,011992;01/09/2016;3,067023;01/09/2016;2,17364;09/04/2018;1,00372143;01/09/2016;103,204676;01/09/2016;2,348694
15/10/2018;1,0188411;03/07/2018;1,0073953;02/09/2016;12,906511;13/08/2020;0,9859829;17/07/2018;0,9981999;02/09/2016;2,353374;02/09/2016;141,2133;02/09/2016;1,672183;30/12/2016;1,011752;02/09/2016;3,073139;02/09/2016;2,176964;10/04/2018;1,00399185;02/09/2016;103,257947;02/09/2016;2,349906
16/10/2018;1,0245512;04/07/2018;1,0086694;05/09/2016;12,893662;14/08/2020;0,9866281;18/07/2018;0,99922898;05/09/2016;2,350781;05/09/2016;141,4863;05/09/2016;1,673028;02/01/2017;1,012207;05/09/2016;3,073559;05/09/2016;2,175193;11/04/2018;1,00424087;05/09/2016;103,310332;05/09/2016;2,351106
17/10/2018;1,0260339;05/07/2018;1,0082069;06/09/2016;12,95266;17/08/2020;0,9847913;19/07/2018;0,9985099;06/09/2016;2,361276;06/09/2016;141,9521;06/09/2016;1,678357;03/01/2017;1,010419;06/09/2016;3,079928;06/09/2016;2,191023;12/04/2018;1,00450995;06/09/2016;103,362887;06/09/2016;2,352298
18/10/2018;1,0224805;06/07/2018;1,0089619;08/09/2016;12,982844;18/08/2020;0,9878703;20/07/2018;0,99806267;08/09/2016;2,359083;08/09/2016;141,5442;08/09/2016;1,676913;04/01/2017;1,013336;08/09/2016;3,069563;08/09/2016;2,173493;13/04/2018;1,00479888;08/09/2016;103,415732;08/09/2016;2,353507
19/10/2018;1,0230176;09/07/2018;1,0093792;09/09/2016;12,871549;19/08/2020;0,9849351;23/07/2018;0,99934073;09/09/2016;2,325347;09/09/2016;139,7836;09/09/2016;1,671434;05/01/2017;1,011017;09/09/2016;3,073887;09/09/2016;2,178979;16/04/2018;1,00507769;09/09/2016;103,469542;09/09/2016;2,354769
22/10/2018;1,0258949;10/07/2018;1,0089819;12/09/2016;12,883951;20/08/2020;0,9848801;24/07/2018;1,00068401;12/09/2016;2,333327;12/09/2016;140,3281;12/09/2016;1,673469;06/01/2017;1,016534;12/09/2016;3,082376;12/09/2016;2,192567;17/04/2018;1,00536777;12/09/2016;103,523243;12/09/2016;2,355984
23/10/2018;1,0269123;11/07/2018;1,0086605;13/09/2016;12,803954;21/08/2020;0,9813133;25/07/2018;1,00091435;13/09/2016;2,313277;13/09/2016;140,2269;13/09/2016;1,671183;09/01/2017;1,020316;13/09/2016;3,088239;13/09/2016;2,200469;18/04/2018;1,00566892;13/09/2016;103,576565;13/09/2016;2,357196
24/10/2018;1,023268;12/07/2018;1,0093081;14/09/2016;12,828098;24/08/2020;0,9832921;26/07/2018;1,00021536;14/09/2016;2,290987;14/09/2016;140,5373;14/09/2016;1,67219;10/01/2017;1,020866;14/09/2016;3,085281;14/09/2016;2,196098;19/04/2018;1,00595656;14/09/2016;103,630147;14/09/2016;2,358433
25/10/2018;1,0239107;13/07/2018;1,0089645;15/09/2016;12,881383;25/08/2020;0,9830588;27/07/2018;1,0002049;15/09/2016;2,315355;15/09/2016;141,6728;15/09/2016;1,675904;11/01/2017;1,027895;15/09/2016;3,083832;15/09/2016;2,197129;20/04/2018;1,00623101;15/09/2016;103,683625;15/09/2016;2,359633
26/10/2018;1,0262318;16/07/2018;1,0095329;16/09/2016;12,94726;26/08/2020;0,9781683;30/07/2018;1,0004869;16/09/2016;2,315304;16/09/2016;141,5923;16/09/2016;1,676253;12/01/2017;1,030084;16/09/2016;3,081609;16/09/2016;2,195994;23/04/2018;1,00670924;16/09/2016;103,736859;16/09/2016;2,360844
29/10/2018;1,0228735;17/07/2018;1,0100124;19/09/2016;12,921328;28/08/2020;0,9855783;31/07/2018;1,00122728;19/09/2016;2,314947;19/09/2016;141,6988;19/09/2016;1,677377;13/01/2017;1,031179;19/09/2016;3,081451;19/09/2016;2,195247;24/04/2018;1,00714883;19/09/2016;103,790235;19/09/2016;2,36204
30/10/2018;1,0270848;18/07/2018;1,010516;20/09/2016;12,962375;31/08/2020;0,98565192;01/08/2018;1,00027878;20/09/2016;2,329254;20/09/2016;142,0396;20/09/2016;1,680413;16/01/2017;1,031549;20/09/2016;3,076179;20/09/2016;2,188712;25/04/2018;1,00760607;20/09/2016;103,842536;20/09/2016;2,363162
31/10/2018;1,0295391;19/07/2018;1,0105477;21/09/2016;13,039557;01/09/2020;0,9870519;02/08/2018;1,00033873;21/09/2016;2,351014;21/09/2016;142,9058;21/09/2016;1,681629;17/01/2017;1,039072;21/09/2016;3,080616;21/09/2016;2,197967;26/04/2018;1,00780277;21/09/2016;103,895762;21/09/2016;2,364357
01/11/2018;1,0330873;20/07/2018;1,0121082;22/09/2016;13,12568;02/09/2020;0,9868484;03/08/2018;1,00319044;22/09/2016;2,373904;22/09/2016;143,7061;22/09/2016;1,685567;18/01/2017;1,039702;22/09/2016;3,098468;22/09/2016;2,225514;27/04/2018;1,00808465;22/09/2016;103,94975;22/09/2016;2,365573
05/11/2018;1,0341979;23/07/2018;1,0121921;23/09/2016;13,152335;03/09/2020;0,9874442;06/08/2018;1,00249416;23/09/2016;2,369149;23/09/2016;143,4237;23/09/2016;1,681459;19/01/2017;1,040475;23/09/2016;3,098409;23/09/2016;2,224168;30/04/2018;1,00839764;23/09/2016;104,003472;23/09/2016;2,366807
06/11/2018;1,0341545;24/07/2018;1,012528;26/09/2016;13,122752;04/09/2020;0,9888458;07/08/2018;0,99875152;26/09/2016;2,350642;26/09/2016;142,912;26/09/2016;1,680824;20/01/2017;1,033107;26/09/2016;3,099369;26/09/2016;2,221669;02/05/2018;1,00874234;26/09/2016;104,057287;26/09/2016;2,368037
07/11/2018;1,0328864;25/07/2018;1,0126978;27/09/2016;13,138261;08/09/2020;0,9855058;08/08/2018;0,99855325;27/09/2016;2,354352;27/09/2016;143,6055;27/09/2016;1,680177;23/01/2017;1,023961;27/09/2016;3,111739;27/09/2016;2,239275;03/05/2018;1,00904508;27/09/2016;104,111069;27/09/2016;2,369264
08/11/2018;1,0285827;26/07/2018;1,0113788;28/09/2016;13,129266;09/09/2020;0,9885074;09/08/2018;0,99713579;28/09/2016;2,367931;28/09/2016;143,6034;28/09/2016;1,685265;24/01/2017;1,026138;28/09/2016;3,116379;28/09/2016;2,24553;04/05/2018;1,00929721;28/09/2016;104,164265;28/09/2016;2,370473
09/11/2018;1,0282218;27/07/2018;1,0124874;29/09/2016;13,113217;10/09/2020;0,9836669;10/08/2018;0,99170958;29/09/2016;2,353165;29/09/2016;143,4249;29/09/2016;1,683604;25/01/2017;1,025769;29/09/2016;3,108746;29/09/2016;2,234019;07/05/2018;1,0096073;29/09/2016;104,216084;29/09/2016;2,371533
12/11/2018;1,0275659;30/07/2018;1,0136666;30/09/2016;13,129213;11/09/2020;0,9825289;13/08/2018;0,99160516;30/09/2016;2,356717;30/09/2016;143,1496;30/09/2016;1,684105;26/01/2017;1,019331;30/09/2016;3,098233;30/09/2016;2,216159;08/05/2018;1,00982828;30/09/2016;104,267363;30/09/2016;2,372633
13/11/2018;1,0248663;31/07/2018;1,0140434;03/10/2016;13,17638;14/09/2020;0,9855452;14/08/2018;0,99256764;03/10/2016;2,368317;03/10/2016;144,1573;03/10/2016;1,690277;27/01/2017;1,02716;03/10/2016;3,12322;03/10/2016;2,250549;09/05/2018;1,01015456;03/10/2016;104,320896;03/10/2016;2,373774
14/11/2018;1,0272278;01/08/2018;1,0142412;04/10/2016;13,147647;15/09/2020;0,9850844;15/08/2018;0,99266655;04/10/2016;2,355042;04/10/2016;143,9508;04/10/2016;1,688803;30/01/2017;1,017131;04/10/2016;3,121503;04/10/2016;2,251796;10/05/2018;1,01042234;04/10/2016;104,373629;04/10/2016;2,374926
16/11/2018;1,0337263;02/08/2018;1,0147671;05/10/2016;13,191792;16/09/2020;0,9850193;16/08/2018;0,99372723;05/10/2016;2,369389;05/10/2016;144,1021;05/10/2016;1,692956;31/01/2017;1,008505;05/10/2016;3,131546;05/10/2016;2,261875;11/05/2018;1,01066755;05/10/2016;104,427071;05/10/2016;2,376134
19/11/2018;1,0312572;03/08/2018;1,0146038;06/10/2016;13,237397;17/09/2020;0,9855961;17/08/2018;0,99344561;06/10/2016;2,384701;06/10/2016;144,4914;06/10/2016;1,694626;01/02/2017;1,005171;06/10/2016;3,13197;06/10/2016;2,257653;14/05/2018;1,01092925;06/10/2016;104,480292;06/10/2016;2,377302
20/11/2018;1,0302781;06/08/2018;1,014498;07/10/2016;13,279952;18/09/2020;0,9804045;20/08/2018;0,9935709;07/10/2016;2,397815;07/10/2016;145,0481;07/10/2016;1,698089;02/02/2017;1,008623;07/10/2016;3,136188;07/10/2016;2,262105;15/05/2018;1,01118549;07/10/2016;104,533165;07/10/2016;2,378509
21/11/2018;1,0312075;07/08/2018;1,0153228;10/10/2016;13,291427;21/09/2020;0,9766001;21/08/2018;0,99282016;10/10/2016;2,407892;10/10/2016;145,2632;10/10/2016;1,701733;03/02/2017;1,009024;10/10/2016;3,137639;10/10/2016;2,266187;16/05/2018;1,01143199;10/10/2016;104,587052;10/10/2016;2,379717
22/11/2018;1,031912;08/08/2018;1,0153558;11/10/2016;13,282694;22/09/2020;0,9777955;22/08/2018;0,99424441;11/10/2016;2,400475;11/10/2016;145,4118;11/10/2016;1,702149;06/02/2017;1,010136;11/10/2016;3,135732;11/10/2016;2,262334;17/05/2018;1,01170281;11/10/2016;104,640936;11/10/2016;2,380948
23/11/2018;1,0303762;09/08/2018;1,0150663;13/10/2016;13,32001;23/09/2020;0,9765028;23/08/2018;0,99359906;13/10/2016;2,418059;13/10/2016;145,2537;13/10/2016;1,703511;07/02/2017;1,015652;13/10/2016;3,135713;13/10/2016;2,262279;18/05/2018;1,01193035;13/10/2016;104,694853;13/10/2016;2,382186
26/11/2018;1,0267102;10/08/2018;1,0154973;14/10/2016;13,324175;24/09/2020;0,977976;24/08/2018;0,9946161;14/10/2016;2,424868;14/10/2016;144,7853;14/10/2016;1,702609;08/02/2017;1,020678;14/10/2016;3,138326;14/10/2016;2,265174;21/05/2018;1,01217355;14/10/2016;104,748957;14/10/2016;2,383429
27/11/2018;1,0306867;13/08/2018;1,0163034;17/10/2016;13,332037;25/09/2020;0,9777632;27/08/2018;0,99605684;17/10/2016;2,438287;17/10/2016;144,7201;17/10/2016;1,702895;09/02/2017;1,020134;17/10/2016;3,140085;17/10/2016;2,267765;22/05/2018;1,01242799;17/10/2016;104,803275;17/10/2016;2,384702
28/11/2018;1,0347605;14/08/2018;1,0169233;18/10/2016;13,350461;28/09/2020;0,9743498;28/08/2018;0,99551986;18/10/2016;2,446296;18/10/2016;144,8539;18/10/2016;1,703514;10/02/2017;1,029611;18/10/2016;3,140498;18/10/2016;2,268466;23/05/2018;1,01275258;18/10/2016;104,857479;18/10/2016;2,385947
29/11/2018;1,0348911;15/08/2018;1,0162324;19/10/2016;13,391494;29/09/2020;0,9743174;29/08/2018;0,99593556;19/10/2016;2,448803;19/10/2016;145,5857;19/10/2016;1,709184;13/02/2017;1,032549;19/10/2016;3,150895;19/10/2016;2,276886;24/05/2018;1,01301559;19/10/2016;104,910615;19/10/2016;2,38718
30/11/2018;1,0347082;16/08/2018;1,0167742;20/10/2016;13,432876;30/09/2020;0,9751913;30/08/2018;0,99603328;20/10/2016;2,452341;20/10/2016;145,9084;20/10/2016;1,712908;14/02/2017;1,030488;20/10/2016;3,159709;20/10/2016;2,289618;25/05/2018;1,01328483;20/10/2016;104,964954;20/10/2016;2,388446
03/12/2018;1,0353836;17/08/2018;1,0169139;21/10/2016;13,389346;01/10/2020;0,9732197;31/08/2018;0,99710016;21/10/2016;2,47041;21/10/2016;145,5813;21/10/2016;1,713035;15/02/2017;1,03628;21/10/2016;3,154781;21/10/2016;2,281991;28/05/2018;1,0135503;21/10/2016;105,018669;21/10/2016;2,389658
04/12/2018;1,0306143;20/08/2018;1,0172997;24/10/2016;13,476653;02/10/2020;0,9727298;03/09/2018;0,99671294;24/10/2016;2,484065;24/10/2016;145,4407;24/10/2016;1,714257;16/02/2017;1,037341;24/10/2016;3,12742;24/10/2016;2,243459;29/05/2018;1,01382095;24/10/2016;105,071995;24/10/2016;2,390886
05/12/2018;1,0322727;21/08/2018;1,0168174;25/10/2016;13,46875;05/10/2020;0,970298;04/09/2018;0,9969259;25/10/2016;2,494082;25/10/2016;145,1646;25/10/2016;1,713908;17/02/2017;1,033261;25/10/2016;3,129646;25/10/2016;2,245094;30/05/2018;1,01410614;25/10/2016;105,125406;25/10/2016;2,392094
06/12/2018;1,0313702;22/08/2018;1,0170802;26/10/2016;13,465055;06/10/2020;0,9705295;05/09/2018;0,99648148;26/10/2016;2,490382;26/10/2016;145,7248;26/10/2016;1,715023;20/02/2017;1,0334;26/10/2016;3,121084;26/10/2016;2,226552;01/06/2018;1,01437216;26/10/2016;105,178947;26/10/2016;2,393323
07/12/2018;1,0299859;23/08/2018;1,0160519;27/10/2016;13,49321;07/10/2020;0,9692847;06/09/2018;0,99606112;27/10/2016;2,506655;27/10/2016;146,3145;27/10/2016;1,717396;21/02/2017;1,033722;27/10/2016;3,117509;27/10/2016;2,220337;04/06/2018;1,01463479;27/10/2016;105,232148;27/10/2016;2,394537
10/12/2018;1,0258584;24/08/2018;1,0167115;28/10/2016;13,509673;08/10/2020;0,969787;10/09/2018;0,99819689;28/10/2016;2,494089;28/10/2016;145,8646;28/10/2016;1,720278;22/02/2017;1,034059;28/10/2016;3,124388;28/10/2016;2,232624;05/06/2018;1,01490153;28/10/2016;105,285586;28/10/2016;2,395766
11/12/2018;1,0277521;27/08/2018;1,0176104;31/10/2016;13,507786;09/10/2020;0,9694777;11/09/2018;0,99663833;31/10/2016;2,502167;31/10/2016;146,4926;31/10/2016;1,720235;23/02/2017;1,034985;31/10/2016;3,120112;31/10/2016;2,22045;06/06/2018;1,01520291;31/10/2016;105,336143;31/10/2016;2,39701
12/12/2018;1,0310992;28/08/2018;1,0180316;01/11/2016;13,54173;13/10/2020;0,970001;12/09/2018;0,99719297;01/11/2016;2,482532;01/11/2016;146,2535;01/11/2016;1,717251;24/02/2017;1,037706;01/11/2016;3,120921;01/11/2016;2,211681;07/06/2018;1,01547449;01/11/2016;105,393849;01/11/2016;2,398261
13/12/2018;1,0332271;29/08/2018;1,0186761;03/11/2016;13,549678;14/10/2020;0,9705843;13/09/2018;0,99686957;03/11/2016;2,472359;03/11/2016;145,8483;03/11/2016;1,717037;01/03/2017;1,043183;03/11/2016;3,120933;03/11/2016;2,20775;08/06/2018;1,01575071;03/11/2016;105,447102;03/11/2016;2,399464
14/12/2018;1,0319298;30/08/2018;1,017783;04/11/2016;13,539565;15/10/2020;0,96949;14/09/2018;0,99880781;04/11/2016;2,477111;04/11/2016;145,8153;04/11/2016;1,719931;02/03/2017;1,042354;04/11/2016;3,119835;04/11/2016;2,210875;11/06/2018;1,01605741;04/11/2016;105,500831;04/11/2016;2,400692
17/12/2018;1,0285972;31/08/2018;1,0186673;07/11/2016;13,531751;16/10/2020;0,9699046;17/09/2018;0,99982143;07/11/2016;2,510089;07/11/2016;147,2069;07/11/2016;1,724856;03/03/2017;1,042994;07/11/2016;3,110836;07/11/2016;2,197337;12/06/2018;1,01632098;07/11/2016;105,5547;07/11/2016;2,401921
18/12/2018;1,0289037;03/09/2018;1,0186116;08/11/2016;13,528173;19/10/2020;0,9685122;18/09/2018;1,00106217;08/11/2016;2,514102;08/11/2016;146,9741;08/11/2016;1,72704;06/03/2017;1,039534;08/11/2016;3,121589;08/11/2016;2,213319;13/06/2018;1,01662569;08/11/2016;105,608516;08/11/2016;2,403156
19/12/2018;1,0284517;04/09/2018;1,0188073;09/11/2016;13,578099;20/10/2020;0,9681574;19/09/2018;1,00170497;09/11/2016;2,508201;09/11/2016;147,0432;09/11/2016;1,724644;07/03/2017;1,036656;09/11/2016;3,092671;09/11/2016;2,162324;14/06/2018;1,01688523;09/11/2016;105,661701;09/11/2016;2,404378
20/12/2018;1,0278328;05/09/2018;1,0195082;10/11/2016;13,669681;21/10/2020;0,9693909;20/09/2018;1,00222139;10/11/2016;2,45374;10/11/2016;145,2774;10/11/2016;1,715557;08/03/2017;1,035583;10/11/2016;3,087506;10/11/2016;2,15163;15/06/2018;1,0171979;10/11/2016;105,715206;10/11/2016;2,405602
21/12/2018;1,0267659;06/09/2018;1,0205392;11/11/2016;13,691943;22/10/2020;0,9687097;21/09/2018;1,00345592;11/11/2016;2,439239;11/11/2016;144,8666;11/11/2016;1,71335;09/03/2017;1,0383;11/11/2016;3,097083;11/11/2016;2,173794;18/06/2018;1,01746866;11/11/2016;105,770418;11/11/2016;2,406827
24/12/2018;1,0265061;10/09/2018;1,0205213;14/11/2016;13,729058;23/10/2020;0,9652925;24/09/2018;1,0024979;14/11/2016;2,414658;14/11/2016;145,3232;14/11/2016;1,707924;10/03/2017;1,042001;14/11/2016;3,099861;14/11/2016;2,167456;19/06/2018;1,01774445;14/11/2016;105,822456;14/11/2016;2,408055
26/12/2018;1,0278979;11/09/2018;1,0204399;16/11/2016;13,745861;26/10/2020;0,9661132;25/09/2018;1,00328767;16/11/2016;2,422164;16/11/2016;145,0115;16/11/2016;1,709306;13/03/2017;1,042455;16/11/2016;3,092119;16/11/2016;2,157795;20/06/2018;1,01802268;16/11/2016;105,876355;16/11/2016;2,409289
27/12/2018;1,0292747;12/09/2018;1,0200298;17/11/2016;13,741043;27/10/2020;0,9653938;26/09/2018;1,00331028;17/11/2016;2,437509;17/11/2016;144,6644;17/11/2016;1,710058;14/03/2017;1,039453;17/11/2016;3,092976;17/11/2016;2,158956;21/06/2018;1,01832821;17/11/2016;105,930222;17/11/2016;2,410522
28/12/2018;1,0331082;13/09/2018;1,0192905;18/11/2016;13,801656;28/10/2020;0,9615626;27/09/2018;1,00492233;18/11/2016;2,444839;18/11/2016;144,7379;18/11/2016;1,708004;15/03/2017;1,043294;18/11/2016;3,087659;18/11/2016;2,153715;22/06/2018;1,01861115;18/11/2016;105,983933;18/11/2016;2,411757
31/12/2018;1,0337567;14/09/2018;1,0196488;21/11/2016;13,80474;29/10/2020;0,963119;28/09/2018;1,00296503;21/11/2016;2,457616;21/11/2016;145,5035;21/11/2016;1,713207;16/03/2017;1,04145;21/11/2016;3,088464;21/11/2016;2,15681;25/06/2018;1,0188946;21/11/2016;106,036175;21/11/2016;2,412996
02/01/2019;1,0400102;17/09/2018;1,0196858;22/11/2016;13,811826;30/10/2020;0,9589731;01/10/2018;1,00304831;22/11/2016;2,456641;22/11/2016;145,5176;22/11/2016;1,71687;17/03/2017;1,040817;22/11/2016;3,091068;22/11/2016;2,156916;26/06/2018;1,01918738;22/11/2016;106,091469;22/11/2016;2,414231
03/01/2019;1,040742;18/09/2018;1,019252;23/11/2016;13,836426;03/11/2020;0,9601532;02/10/2018;1,00727467;23/11/2016;2,446934;23/11/2016;145,1915;23/11/2016;1,713923;20/03/2017;1,042899;23/11/2016;3,084763;23/11/2016;2,146983;27/06/2018;1,01946756;23/11/2016;106,145411;23/11/2016;2,415471
04/01/2019;1,0441432;19/09/2018;1,0195359;24/11/2016;13,849212;04/11/2020;0,9661936;03/10/2018;1,01072575;24/11/2016;2,449218;24/11/2016;145,4465;24/11/2016;1,716502;21/03/2017;1,040437;24/11/2016;3,086325;24/11/2016;2,150272;28/06/2018;1,01977612;24/11/2016;106,199487;24/11/2016;2,416711
07/01/2019;1,0440387;20/09/2018;1,020031;25/11/2016;13,841821;05/11/2020;0,972058;04/10/2018;1,01329971;25/11/2016;2,448491;25/11/2016;145,4081;25/11/2016;1,716737;22/03/2017;1,043888;25/11/2016;3,092887;25/11/2016;2,158641;29/06/2018;1,0200594;25/11/2016;106,25279;25/11/2016;2,417914
08/01/2019;1,0449895;21/09/2018;1,0199458;28/11/2016;13,827521;06/11/2020;0,9750016;05/10/2018;1,01211742;28/11/2016;2,462286;28/11/2016;145,2741;28/11/2016;1,718239;23/03/2017;1,047592;28/11/2016;3,089869;28/11/2016;2,14976;02/07/2018;1,02037056;28/11/2016;106,307654;28/11/2016;2,419127
09/01/2019;1,0486734;24/09/2018;1,0223765;29/11/2016;13,838769;09/11/2020;0,9782163;08/10/2018;1,02462356;29/11/2016;2,471599;29/11/2016;145,4857;29/11/2016;1,718978;24/03/2017;1,050341;29/11/2016;3,087375;29/11/2016;2,144487;03/07/2018;1,02064323;29/11/2016;106,365859;29/11/2016;2,420373
10/01/2019;1,049635;25/09/2018;1,0244615;30/11/2016;13,862536;10/11/2020;0,980905;09/10/2018;1,02539604;30/11/2016;2,495241;30/11/2016;146,2816;30/11/2016;1,723352;27/03/2017;1,052293;30/11/2016;3,084771;30/11/2016;2,137084;04/07/2018;1,02090117;30/11/2016;106,415844;30/11/2016;2,421598
11/01/2019;1,0497212;26/09/2018;1,0240991;01/12/2016;13,895906;11/11/2020;0,9819426;10/10/2018;1,02114727;01/12/2016;2,478923;01/12/2016;145,1902;01/12/2016;1,725801;28/03/2017;1,050925;01/12/2016;3,094239;01/12/2016;2,14884;05/07/2018;1,02117898;01/12/2016;106,469642;01/12/2016;2,422836
14/01/2019;1,0519966;27/09/2018;1,022355;02/12/2016;13,895136;12/11/2020;0,9779404;11/10/2018;1,0199472;02/12/2016;2,484583;02/12/2016;146,2294;02/12/2016;1,728549;29/03/2017;1,056133;02/12/2016;3,098454;02/12/2016;2,146373;06/07/2018;1,02182012;02/12/2016;106,523103;02/12/2016;2,424054
15/01/2019;1,0523221;28/09/2018;1,0230101;05/12/2016;13,884147;13/11/2020;0,9784923;15/10/2018;1,02045763;05/12/2016;2,493075;05/12/2016;146,1789;05/12/2016;1,731853;30/03/2017;1,060327;05/12/2016;3,109538;05/12/2016;2,164307;09/07/2018;1,02209208;05/12/2016;106,576454;05/12/2016;2,425279
16/01/2019;1,0533982;01/10/2018;1,02188;06/12/2016;13,888316;16/11/2020;0,9783517;16/10/2018;1,02505808;06/12/2016;2,478994;06/12/2016;147,0087;06/12/2016;1,73185;31/03/2017;1,063317;06/12/2016;3,117364;06/12/2016;2,169263;10/07/2018;1,02233053;06/12/2016;106,629554;06/12/2016;2,426495
17/01/2019;1,0554651;02/10/2018;1,0214315;07/12/2016;13,902057;17/11/2020;0,9784306;17/10/2018;1,02544662;07/12/2016;2,49565;07/12/2016;146,851;07/12/2016;1,732428;03/04/2017;1,068943;07/12/2016;3,127427;07/12/2016;2,185589;11/07/2018;1,02257686;07/12/2016;106,685991;07/12/2016;2,427707
18/01/2019;1,0569035;03/10/2018;1,0209587;08/12/2016;13,918113;18/11/2020;0,9784451;18/10/2018;1,02515772;08/12/2016;2,515133;08/12/2016;146,9537;08/12/2016;1,738354;04/04/2017;1,072754;08/12/2016;3,133527;08/12/2016;2,198774;12/07/2018;1,02286153;08/12/2016;106,737811;08/12/2016;2,428904
21/01/2019;1,0571563;04/10/2018;1,0229262;09/12/2016;13,953363;19/11/2020;0,9795797;19/10/2018;1,0259046;09/12/2016;2,507599;09/12/2016;147,6214;09/12/2016;1,73959;05/04/2017;1,077013;09/12/2016;3,137169;09/12/2016;2,20418;13/07/2018;1,02309304;09/12/2016;106,787072;09/12/2016;2,430118
22/01/2019;1,0553021;05/10/2018;1,0238406;12/12/2016;13,970868;20/11/2020;0,9813867;22/10/2018;1,02600876;12/12/2016;2,500768;12/12/2016;147,812;12/12/2016;1,743773;06/04/2017;1,081706;12/12/2016;3,145231;12/12/2016;2,210443;16/07/2018;1,02340602;12/12/2016;106,837793;12/12/2016;2,431264
23/01/2019;1,0586695;08/10/2018;1,023434;13/12/2016;13,968764;23/11/2020;0,9829757;23/10/2018;1,02454307;13/12/2016;2,493212;13/12/2016;147,837;13/12/2016;1,739335;07/04/2017;1,083032;13/12/2016;3,152053;13/12/2016;2,218149;17/07/2018;1,02368419;13/12/2016;106,889768;13/12/2016;2,432427
24/01/2019;1,060241;09/10/2018;1,0252167;14/12/2016;13,933582;24/11/2020;0,9874943;24/10/2018;1,02192676;14/12/2016;2,496472;14/12/2016;147,2221;14/12/2016;1,740011;10/04/2017;1,083602;14/12/2016;3,142802;14/12/2016;2,206405;18/07/2018;1,02395567;14/12/2016;106,942495;14/12/2016;2,433634
25/01/2019;1,0607483;10/10/2018;1,0242305;15/12/2016;14,006856;25/11/2020;0,9908662;25/10/2018;1,02490043;15/12/2016;2,496136;15/12/2016;146,9029;15/12/2016;1,740246;11/04/2017;1,082446;15/12/2016;3,141229;15/12/2016;2,204382;19/07/2018;1,02424787;15/12/2016;106,995202;15/12/2016;2,434844
28/01/2019;1,0588274;11/10/2018;1,024328;16/12/2016;14,005815;26/11/2020;0,9919811;26/10/2018;1,02773192;16/12/2016;2,496778;16/12/2016;146,7134;16/12/2016;1,740105;12/04/2017;1,087081;16/12/2016;3,142482;16/12/2016;2,208402;20/07/2018;1,02453919;16/12/2016;107,047997;16/12/2016;2,43605
29/01/2019;1,0597239;15/10/2018;1,0248684;19/12/2016;14,014031;27/11/2020;0,9927312;29/10/2018;1,02645819;19/12/2016;2,505473;19/12/2016;146,367;19/12/2016;1,743614;13/04/2017;1,087001;19/12/2016;3,142174;19/12/2016;2,207692;23/07/2018;1,02479942;19/12/2016;107,100925;19/12/2016;2,437263
30/01/2019;1,0628541;16/10/2018;1,0275127;20/12/2016;14,023665;30/11/2020;0,9929587;30/10/2018;1,03297405;20/12/2016;2,515588;20/12/2016;146,3212;20/12/2016;1,740043;17/04/2017;1,089953;20/12/2016;3,147524;20/12/2016;2,210904;24/07/2018;1,02505037;20/12/2016;107,153762;20/12/2016;2,438478
31/01/2019;1,0665539;17/10/2018;1,0281873;21/12/2016;14,076424;01/12/2020;0,9947308;31/10/2018;1,03526815;21/12/2016;2,526863;21/12/2016;146,5547;21/12/2016;1,744003;18/04/2017;1,091671;21/12/2016;3,151256;21/12/2016;2,218637;25/07/2018;1,02533943;21/12/2016;107,206378;21/12/2016;2,439682
01/02/2019;1,0677676;18/10/2018;1,0273169;22/12/2016;14,096446;02/12/2020;0,9982535;01/11/2018;1,03804381;22/12/2016;2,535927;22/12/2016;146,6635;22/12/2016;1,749054;19/04/2017;1,093369;22/12/2016;3,163144;22/12/2016;2,233366;26/07/2018;1,02560556;22/12/2016;107,259505;22/12/2016;2,440899
04/02/2019;1,0688905;19/10/2018;1,0273404;23/12/2016;14,116751;03/12/2020;1,005062;05/11/2018;1,03900667;23/12/2016;2,546522;23/12/2016;147,5899;23/12/2016;1,748606;20/04/2017;1,093294;23/12/2016;3,171148;23/12/2016;2,241719;27/07/2018;1,02589651;23/12/2016;107,312759;23/12/2016;2,442117
05/02/2019;1,068542;22/10/2018;1,0277731;26/12/2016;14,130237;04/12/2020;1,0073244;06/11/2018;1,03887433;26/12/2016;2,550635;26/12/2016;147,7097;26/12/2016;1,74897;24/04/2017;1,098053;26/12/2016;3,173223;26/12/2016;2,242284;30/07/2018;1,02618864;26/12/2016;107,365775;26/12/2016;2,443332
