,JPEIGLSP Index,BRL Curncy,CAD Curncy,AUD Curncy,DXY Index
,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
2012-08-23,318.25,2.0238,0.9914,1.0505,81.486
2012-08-22,317.38,2.0163,0.9892,1.0487,81.907
2012-08-21,312.91,2.0164,0.9884,1.0444,82.456
2012-08-20,314.95,2.0171,0.9893,1.042,82.596
2012-08-17,315.63,2.0155,0.9866,1.0511,82.357
2012-08-16,313.48,2.0173,0.9894,1.0505,82.645
2012-08-15,313.46,2.0229,0.9923,1.0489,82.483
2012-08-14,318.54,2.0262,0.9926,1.0517,82.435
2012-08-13,322.44,2.0209,0.9911,1.0577,82.553
2012-08-10,322.85,2.0157,0.9911,1.058,82.638
2012-08-09,316.83,2.0132,0.9942,1.0571,82.394
2012-08-08,315.12,2.0212,0.997,1.0554,82.21
2012-08-07,315.28,2.0285,1.0002,1.0569,82.266
2012-08-06,321.1,2.0311,1.0013,1.0569,82.375
2012-08-03,323.65,2.0284,1.0074,1.0465,83.361
2012-08-02,337.81,2.0496,1.0056,1.0461,83.058
2012-08-01,333.28,2.0443,1.0031,1.0503,82.635
2012-07-31,341.37,2.0569,1.0016,1.0503,82.794
2012-07-30,344.81,2.0411,1.0033,1.0483,82.709
2012-07-27,343.88,2.0216,1.0102,1.0397,82.808
2012-07-26,361.37,2.0213,1.0155,1.0307,83.524
2012-07-25,368.87,2.033,1.0221,1.0221,84.005
2012-07-24,370.21,2.0478,1.0188,1.0259,83.706
2012-07-23,362.28,2.0387,1.0125,1.0378,83.478
2012-07-20,351.73,2.0242,1.0074,1.0427,82.883
2012-07-19,345.35,2.0122,1.0102,1.0363,83.068
2012-07-18,350.01,2.0232,1.012,1.0316,83.032
2012-07-17,346.99,2.0218,1.015,1.0249,83.098
2012-07-16,354.08,2.035,1.0141,1.0226,83.349
2012-07-13,357.94,2.0371,1.0191,1.0139,83.659
2012-07-12,365.77,2.0375,1.0198,1.0251,83.568
2012-07-11,366.82,2.0366,1.0226,1.0192,83.4
2012-07-10,371.21,2.0337,1.0192,1.0208,83.161
2012-07-09,372.09,2.0324,1.0196,1.0213,83.377
2012-07-06,370.24,2.0282,1.0142,1.0287,82.813
2012-07-05,365.42,2.0193,1.013,1.0276,81.782
2012-07-04,365.16,2.0285,1.0122,1.0283,81.782
2012-07-03,365.16,2.0155,1.0171,1.0249,81.87
2012-07-02,377.75,1.9854,1.0166,1.0238,81.627
2012-06-29,374.17,2.0094,1.0332,1.0045,82.807
2012-06-28,391.39,2.0778,1.0249,1.008,82.618
2012-06-27,386.1,2.0754,1.0238,1.0064,82.372
2012-06-26,387.86,2.0762,1.0292,1.0011,82.497
2012-06-25,390.32,2.062,1.0246,1.0064,82.256
2012-06-22,381.87,2.0665,1.0297,1.0034,82.29
2012-06-21,385.6,2.0619,1.0183,1.0194,81.583
2012-06-20,380.4,2.0258,1.0178,1.0188,81.378
2012-06-19,381.45,2.0289,1.0243,1.0124,81.946
2012-06-18,386.26,2.059,1.0217,1.0075,81.628
2012-06-15,382.04,2.0509,1.0226,1.0024,81.99
2012-06-14,390.84,2.0556,1.0303,0.9934,82.058
2012-06-13,393.19,2.0727,1.0264,0.9959,82.423
2012-06-12,392.71,2.0684,1.0317,0.9864,82.515
2012-06-11,401.03,2.0645,1.0266,0.9916,82.511
2012-06-08,397.38,2.0237,1.0279,0.9894,82.051
2012-06-07,397.57,2.0328,1.0276,0.9927,82.321
2012-06-06,402.78,2.0328,1.0381,0.9742,82.825
2012-06-05,422.37,2.0225,1.0394,0.9728,82.557
2012-06-04,433.26,2.0585,1.041,0.9701,82.89
2012-06-01,440.56,2.0401,1.0328,0.9734,83.043
2012-05-31,428.98,2.0227,1.0301,0.9704,83.018
2012-05-30,422.13,2.0159,1.0221,0.9848,82.48
2012-05-29,410.53,1.9929,1.0239,0.9852,82.402
2012-05-28,410.04,1.983,1.0293,0.9758,82.402
2012-05-25,410.04,1.9874,1.0269,0.9763,82.347
2012-05-24,406.67,2.0292,1.0252,0.9746,82.094
2012-05-23,407.84,2.0326,1.0205,0.981,81.493
2012-05-22,395.09,2.0907,1.0175,0.9915,81.084
2012-05-21,402.16,2.0419,1.0222,0.9844,81.292
2012-05-18,407.13,2.0238,1.0196,0.9888,81.383
2012-05-17,403.87,2.0087,1.0122,0.9914,81.372
2012-05-16,394.54,2.0009,1.0072,0.9937,81.221
2012-05-15,387.07,2.0019,1.0037,0.9958,80.606
2012-05-14,380.91,1.9962,1.0005,1.002,80.264
2012-05-11,364.69,1.9665,1.0021,1.0082,80.112
2012-05-10,355.9,1.9535,1.0026,1.0051,80.08
2012-05-09,358.71,1.9699,0.9987,1.0121,79.738
2012-05-08,353.03,1.9402,0.9931,1.0197,79.603
2012-05-07,346.21,1.9199,0.9961,1.0182,79.498
2012-05-04,345.52,1.9276,0.9885,1.0264,79.221
2012-05-03,338.52,1.908,0.9863,1.0333,79.132
2012-05-02,342.45,1.9232,0.9854,1.0334,78.864
2012-05-01,343.74,1.9083,0.9872,1.0429,78.776
2012-04-30,348,1.9083,0.9804,1.0471,78.709
2012-04-27,353.39,1.8878,0.9843,1.039,78.919
2012-04-26,353.64,1.8856,0.9833,1.0353,79.012
2012-04-25,351.5,1.88,0.9871,1.0315,79.225
2012-04-24,356.13,1.879,0.9913,1.0319,79.42
2012-04-23,360.23,1.8809,0.9924,1.038,79.194
2012-04-20,354.09,1.8724,0.9957,1.0331,79.561
2012-04-19,357.54,1.8805,0.9912,1.0359,79.538
2012-04-18,360.46,1.8786,0.9902,1.039,79.476
2012-04-17,355.37,1.8611,0.9994,1.0356,79.555
2012-04-16,362.67,1.8473,0.9997,1.037,79.888
2012-04-13,360.88,1.8386,0.9943,1.0438,79.285
2012-04-12,355.17,1.8268,1.0038,1.03,79.795
2012-04-11,361.58,1.8356,1.0045,1.0251,79.891
2012-04-10,367.42,1.8336,0.9976,1.0313,79.733
2012-04-09,360.65,1.8179,0.9972,1.0307,79.886
2012-04-06,348.65,1.8228,0.9931,1.0299,80.076
2012-04-05,348.65,1.8228,0.9963,1.027,79.778
2012-04-04,340.88,1.8264,0.9911,1.0331,79.483
2012-04-03,333.08,1.8246,0.9906,1.0419,78.82
2012-04-02,342.83,1.8323,0.9987,1.0346,79.004
2012-03-30,341.58,1.8268,0.9964,1.0383,79.186
2012-03-29,346.08,1.8214,0.9983,1.0389,79.126
2012-03-28,339.6,1.8259,0.9948,1.046,79.047
2012-03-27,340.46,1.822,0.9906,1.0534,78.982
2012-03-26,336.3,1.8172,0.9978,1.0467,79.345
2012-03-23,335.36,1.8102,0.9993,1.0389,79.736
2012-03-22,330.76,1.8192,0.9922,1.0459,79.657
2012-03-21,326.09,1.818,0.9915,1.048,79.593
2012-03-20,318.73,1.8147,0.9869,1.0607,79.452
2012-03-19,315.67,1.8207,0.9917,1.059,79.786
2012-03-16,321.43,1.7998,0.9918,1.0525,80.15
2012-03-15,322.55,1.7983,0.9926,1.0453,80.565
2012-03-14,318.85,1.8044,0.9886,1.0553,80.193
2012-03-13,328.25,1.7922,0.9924,1.0516,79.89
2012-03-12,339.37,1.7969,0.9905,1.0576,80.041
2012-03-09,342.47,1.7912,0.9902,1.0644,79.139
2012-03-08,344.18,1.7607,0.9974,1.0583,79.712
2012-03-07,354.23,1.7661,1.0019,1.0553,79.866
2012-03-06,357.78,1.7584,0.9946,1.0671,79.3
2012-03-05,348.18,1.7395,0.9893,1.0733,79.403
2012-03-02,347.73,1.7304,0.9855,1.0809,78.789
2012-03-01,348.71,1.7142,0.9899,1.0732,78.737
2012-02-29,356.77,1.7174,0.9953,1.0766,78.273
2012-02-28,364.53,1.6958,0.999,1.0758,78.568
2012-02-27,369.02,1.7068,0.9993,1.0694,78.352
2012-02-24,364.98,1.71,0.9975,1.0717,78.819
2012-02-23,366.74,1.7137,0.9998,1.0638,79.211
2012-02-22,364.65,1.706,0.9969,1.0663,79.044
2012-02-21,366.74,1.7139,0.9935,1.0756,79.331
2012-02-20,374.62,1.7139,0.9968,1.0706,79.331
2012-02-17,374.62,1.7139,0.9966,1.0755,79.348
2012-02-16,379.6,1.7164,1,1.0697,79.67
2012-02-15,383.58,1.7285,0.9991,1.0691,79.58
2012-02-14,383.05,1.7247,0.9997,1.0732,78.946
2012-02-13,378.81,1.7163,1.0014,1.0673,79.114
2012-02-10,387.49,1.7224,0.9947,1.0785,78.566
2012-02-09,378.99,1.7169,0.996,1.0799,78.641
2012-02-08,385.01,1.7206,0.9944,1.0809,78.576
2012-02-07,384.84,1.7256,0.996,1.0726,79.069
2012-02-06,390.6,1.7257,0.9934,1.0771,78.924
2012-02-03,387.96,1.7179,0.9993,1.0712,78.991
2012-02-02,401.6,1.7189,0.9986,1.0705,78.922
2012-02-01,401.42,1.7343,1.0026,1.0621,79.288
2012-01-31,412.23,1.7468,1.0015,1.0599,79.167
2012-01-30,416.13,1.7488,1.0018,1.0658,78.902
2012-01-27,409.84,1.737,1.0018,1.0632,79.395
2012-01-26,408.04,1.7491,1.0043,1.0597,79.579
2012-01-25,406.86,1.762,1.009,1.0492,79.868
2012-01-24,407.85,1.7585,1.0086,1.0525,79.783
2012-01-23,407.78,1.755,1.0132,1.0484,80.223
2012-01-20,412.73,1.7552,1.0108,1.0419,80.216
2012-01-19,420.32,1.765,1.0112,1.0437,80.609
2012-01-18,433.83,1.7671,1.0151,1.0376,81.182
2012-01-17,439.47,1.7873,1.0179,1.0314,81.515
2012-01-16,440.85,1.7861,1.0232,1.0322,81.515
2012-01-13,440.85,1.7863,1.0191,1.0333,80.77
2012-01-12,432.99,1.7796,1.0196,1.031,81.351
2012-01-11,436.04,1.8025,1.0154,1.0314,80.805
2012-01-10,427.23,1.7996,1.0235,1.024,81.051
2012-01-09,427.42,1.8332,1.0284,1.0228,81.254
2012-01-06,424.78,1.8566,1.0198,1.0264,80.936
2012-01-05,420.49,1.8432,1.0127,1.0369,80.129
2012-01-04,418.34,1.8326,1.0104,1.0378,79.611
2012-01-03,416.71,1.8307,1.0189,1.0234,80.28
2012-01-02,426.34,1.8714,1.0213,1.0209,80.178
2011-12-30,426.34,1.8668,1.0199,1.0137,80.486
2011-12-29,419.08,1.8669,1.0244,1.0094,80.497
2011-12-28,416.93,1.8736,1.0186,1.0157,79.797
2011-12-27,408.34,1.8605,1.0196,1.0169,79.921
2011-12-26,407.11,1.8582,1.0206,1.0151,79.93
2011-12-23,407.11,1.8571,1.0203,1.0129,79.964
2011-12-22,414.92,1.856,1.0266,1.0103,80.022
2011-12-21,415.03,1.8597,1.0298,1.008,79.882
2011-12-20,420.73,1.846,1.0389,0.9896,80.25
2011-12-19,432.73,1.8673,1.0383,0.9983,80.256
2011-12-16,429.32,1.8513,1.0351,0.9922,80.321
2011-12-15,423.18,1.8602,1.0397,0.991,80.589
2011-12-14,423.66,1.8799,1.0343,1.0017,80.242
2011-12-13,414.86,1.8638,1.0271,1.0073,79.534
2011-12-12,411.6,1.844,1.0169,1.0216,78.632
2011-12-09,405.88,1.7981,1.0232,1.0167,78.832
2011-12-08,414.56,1.8243,1.0099,1.0294,78.485
2011-12-07,408.58,1.7996,1.01,1.0245,78.499
2011-12-06,401.41,1.7915,1.0165,1.0271,78.57
2011-12-05,405.74,1.7859,1.0195,1.0215,78.625
2011-12-02,409.57,1.7907,1.0139,1.0244,78.328
2011-12-01,407,1.8001,1.0174,1.0283,78.384
2011-11-30,413.25,1.8085,1.0321,1,79.007
2011-11-29,431.35,1.8454,1.0341,0.9905,79.263
2011-11-28,436.96,1.8547,1.0468,0.9711,79.686
2011-11-25,442.46,1.8917,1.047,0.9735,79.141
2011-11-24,442.46,1.898,1.0486,0.9688,79.141
2011-11-23,442.46,1.8662,1.0383,0.9833,78.266
2011-11-22,431.75,1.8183,1.0401,0.9841,78.3
2011-11-21,427.19,1.8069,1.0276,1.0008,78.064
2011-11-18,415.06,1.7865,1.0293,1,78.282
2011-11-17,416.59,1.7795,1.0245,1.0082,78.016
2011-11-16,406.01,1.7701,1.0211,1.0178,77.872
2011-11-15,402.15,1.7669,1.0167,1.0205,77.569
2011-11-14,398.87,1.7669,1.0104,1.0276,76.945
2011-11-11,396.58,1.7435,1.0169,1.0156,77.743
2011-11-10,396.58,1.7616,1.0246,1.0143,77.926
2011-11-09,403.26,1.7789,1.0088,1.0393,76.586
2011-11-08,385.92,1.7325,1.0126,1.0379,76.962
2011-11-07,396.28,1.7477,1.0188,1.0375,76.962
2011-11-04,391.8,1.7517,1.0067,1.0416,76.672
2011-11-03,390.37,1.7375,1.0136,1.0347,77.017
2011-11-02,404.79,1.7449,1.0204,1.0329,77.261
2011-11-01,405.29,1.7449,1.0008,1.053,76.166
2011-10-31,391.73,1.7157,0.9917,1.07,75.067
2011-10-28,376.55,1.6721,0.9909,1.073,74.879
2011-10-27,364.35,1.7099,1.0042,1.0399,76.246
2011-10-26,396.33,1.7586,1.0167,1.0428,76.122
2011-10-25,408.23,1.7658,1.0037,1.0475,76.028
2011-10-24,403.44,1.7506,1.0066,1.0376,76.395
2011-10-21,408.99,1.7755,1.0154,1.0231,76.974
2011-10-20,414.85,1.7809,1.0205,1.0224,77.114
2011-10-19,410.62,1.774,1.0141,1.0263,77.138
2011-10-18,413.39,1.7543,1.0234,1.0157,77.146
2011-10-17,411.09,1.7741,1.0098,1.034,76.623
2011-10-14,408.03,1.7328,1.0209,1.0191,76.996
2011-10-13,418.38,1.751,1.0172,1.0159,76.994
2011-10-12,411.69,1.7759,1.03,0.9952,77.585
2011-10-11,430.77,1.7759,1.0258,0.9988,77.494
2011-10-10,450.16,1.7632,1.0395,0.9768,78.726
2011-10-07,450.16,1.7715,1.0371,0.9746,78.634
2011-10-06,459.54,1.7811,1.0402,0.9659,78.919
2011-10-05,476.9,1.8327,1.0513,0.9572,79.597
2011-10-04,489.83,1.8581,1.0547,0.9527,79.431
2011-10-03,480.69,1.8911,1.0503,0.9662,78.553
2011-09-30,464.96,1.8793,1.0359,0.9782,78.028
2011-09-29,447.22,1.8403,1.0335,0.9781,77.852
2011-09-28,447.99,1.8408,1.0193,0.9914,77.506
2011-09-27,444.83,1.8059,1.0251,0.9833,78.363
2011-09-26,467.77,1.8242,1.0281,0.9779,78.501
2011-09-23,461.88,1.8339,1.0284,0.9742,78.455
2011-09-22,454.36,1.9055,1.0081,1.0043,77.342
2011-09-21,417.41,1.8756,0.9927,1.0276,77.03
2011-09-20,405.56,1.7855,0.9907,1.0222,77.146
2011-09-19,407.36,1.7976,0.9781,1.0361,76.599
2011-09-16,386.89,1.7331,0.9836,1.0328,76.241
2011-09-15,385.98,1.7069,0.9893,1.0283,76.833
2011-09-14,391.53,1.7144,0.9857,1.0312,76.919
2011-09-13,385.46,1.7099,0.9927,1.0347,77.578
2011-09-12,388.84,1.7026,0.9967,1.047,77.192
2011-09-09,384.9,1.6741,0.9895,1.0576,76.246
2011-09-08,374.31,1.6602,0.9833,1.0662,75.467
2011-09-07,370.25,1.6571,0.9905,1.0484,75.952
2011-09-06,379.17,1.6571,0.9907,1.0551,75.112
2011-09-05,373.97,1.6452,0.9853,1.0645,74.756
2011-09-02,373.97,1.641,0.9769,1.0722,74.479
2011-09-01,362.94,1.6197,0.9777,1.0707,74.117
2011-08-31,353.99,1.5896,0.9779,1.0683,73.946
2011-08-30,367,1.5951,0.9769,1.0656,73.721
2011-08-29,362.23,1.5914,0.9813,1.0573,73.814
2011-08-26,371.71,1.6033,0.9883,1.0431,74.279
2011-08-25,367.56,1.6094,0.9871,1.0474,74.012
2011-08-24,362.34,1.6137,0.9874,1.0526,73.894
2011-08-23,373.71,1.5968,0.9905,1.0409,74.074
2011-08-22,371.19,1.6078,0.9901,1.0406,74.009
2011-08-19,371.3,1.5996,0.9905,1.0391,74.244
2011-08-18,372.66,1.5991,0.9807,1.055,73.674
2011-08-17,361.64,1.588,0.9824,1.0486,74.01
2011-08-16,366.03,1.5901,0.9792,1.0507,73.836
2011-08-15,360.06,1.5889,0.9873,1.0355,74.607
2011-08-12,373.49,1.6117,0.9842,1.0352,74.677
2011-08-11,373.36,1.6257,0.9949,1.0178,74.636
2011-08-10,380.04,1.625,0.9772,1.0355,74.605
2011-08-09,376.05,1.589,0.9945,1.0187,74.791
2011-08-08,355.84,1.6263,0.982,1.0442,74.598
2011-08-05,323.06,1.5761,0.9815,1.0464,75.124
2011-08-04,325.08,1.5879,0.9621,1.0755,74.044
2011-08-03,305.57,1.5603,0.9613,1.0779,74.513
2011-08-02,305.56,1.5673,0.957,1.0971,74.262
2011-08-01,297.76,1.5661,0.9552,1.0993,73.897
2011-07-29,301.42,1.5493,0.9493,1.1003,74.222
2011-07-28,293.99,1.5672,0.9498,1.102,74.087
2011-07-27,296.6,1.5555,0.9443,1.0956,73.474
2011-07-26,302.16,1.5391,0.9472,1.0845,74.064
2011-07-25,300.56,1.54,0.948,1.0851,74.201
2011-07-22,302.69,1.552,0.9433,1.0841,74.015
2011-07-21,299.99,1.5526,0.9474,1.075,74.792
2011-07-20,308.8,1.5653,0.9501,1.0733,75.221
2011-07-19,315.45,1.5636,0.9597,1.0607,75.483
2011-07-18,314.28,1.5745,0.9532,1.0653,75.126
2011-07-15,314.17,1.5745,0.9606,1.0724,75.253
2011-07-14,310.04,1.5791,0.9582,1.0758,75.208
2011-07-13,316.03,1.5755,0.9666,1.0598,75.809
2011-07-12,315.18,1.5791,0.9688,1.0656,75.989
2011-07-11,312.7,1.5775,0.9627,1.0755,75.179
2011-07-08,301.16,1.5625,0.9587,1.0776,74.957
2011-07-07,288.8,1.5538,0.9653,1.0701,75.122
2011-07-06,295.63,1.5694,0.9634,1.0693,74.691
2011-07-05,292.12,1.5648,0.9611,1.0734,74.275
2011-07-04,283.94,1.5534,0.9585,1.077,74.349
2011-07-01,283.94,1.556,0.9634,1.0722,74.303
2011-06-30,288.45,1.5633,0.9695,1.0683,74.691
2011-06-29,298.42,1.5677,0.9812,1.0541,75.063
2011-06-28,307.72,1.5759,0.9861,1.0443,75.392
2011-06-27,320.82,1.5944,0.9886,1.0491,75.665
2011-06-24,331.13,1.6046,0.979,1.0523,75.447
2011-06-23,326.13,1.5909,0.9739,1.0575,74.783
2011-06-22,315.41,1.5909,0.9711,1.0605,74.541
2011-06-21,317.17,1.5862,0.9798,1.0582,75.029
2011-06-20,321.5,1.5965,0.9794,1.0623,74.988
2011-06-17,323.66,1.5978,0.9812,1.0558,75.752
2011-06-16,323.19,1.603,0.9791,1.0577,75.601
2011-06-15,316.38,1.6002,0.9682,1.0685,74.332
2011-06-14,302.49,1.5837,0.9761,1.0602,74.512
2011-06-13,314.17,1.5832,0.9799,1.0537,74.795
2011-06-10,313.86,1.597,0.973,1.0627,74.192
2011-06-09,310.08,1.5832,0.9793,1.0623,73.93
2011-06-08,316.1,1.5815,0.9745,1.0721,73.521
2011-06-07,310.56,1.5798,0.9809,1.0713,73.952
2011-06-06,312.04,1.5843,0.9778,1.0716,73.783
2011-06-03,311.91,1.5763,0.9759,1.067,74.333
2011-06-02,310.46,1.575,0.9772,1.0614,74.677
2011-06-01,317.36,1.5942,0.9685,1.0672,74.638
2011-05-31,311.74,1.5801,0.9771,1.0691,74.958
2011-05-30,314.8,1.5944,0.9761,1.0706,74.954
2011-05-27,314.8,1.5945,0.9777,1.0645,75.549
2011-05-26,315.6,1.6151,0.9774,1.0532,75.932
2011-05-25,307.35,1.6292,0.9767,1.0559,75.882
2011-05-24,306.28,1.6241,0.978,1.0505,76.104
2011-05-23,303.77,1.6332,0.9742,1.066,75.435
2011-05-20,299.78,1.6228,0.9676,1.067,75.123
2011-05-19,298,1.6163,0.9701,1.0629,75.475
2011-05-18,299.9,1.6096,0.9721,1.0627,75.399
2011-05-17,305.69,1.6156,0.9758,1.0556,75.47
2011-05-16,303.9,1.6348,0.9686,1.0573,75.757
2011-05-13,301.38,1.6362,0.9627,1.0678,75.24
2011-05-12,298.89,1.6198,0.9619,1.07,75.327
2011-05-11,304.87,1.6218,0.9568,1.0837,74.611
2011-05-10,301.32,1.6037,0.9618,1.0807,74.737
2011-05-09,308.26,1.6141,0.9666,1.07,74.841
2011-05-06,307.6,1.6149,0.9669,1.0579,74.194
2011-05-05,308.41,1.622,0.9594,1.0748,73.031
2011-05-04,303.94,1.6182,0.9526,1.0845,73.14
2011-05-03,301.84,1.5876,0.9506,1.0944,72.951
2011-05-02,299.95,1.5893,0.9451,1.0971,72.933
2011-04-29,301.68,1.5754,0.9506,1.0929,73.121
2011-04-28,303.89,1.578,0.9497,1.0872,73.519
2011-04-27,304,1.5665,0.9516,1.0785,73.837
2011-04-26,307.95,1.5621,0.9544,1.0722,73.986
2011-04-25,304.23,1.5688,0.9545,1.0738,74.108
2011-04-22,300,1.5663,0.9532,1.0748,74.109
2011-04-21,300,1.5663,0.9525,1.0714,74.368
2011-04-20,300.45,1.5663,0.9561,1.0526,75.029
2011-04-19,307.58,1.5763,0.9642,1.0509,75.504
2011-04-18,307,1.59,0.9592,1.0568,74.832
2011-04-15,299.77,1.5762,0.9611,1.0543,74.685
2011-04-14,294.34,1.5782,0.9623,1.0507,74.98
2011-04-13,294.05,1.5865,0.9634,1.0437,74.853
2011-04-12,291.75,1.5947,0.9566,1.0496,75.056
2011-04-11,282.74,1.5833,0.9554,1.0564,75.066
2011-04-08,281.64,1.5689,0.9582,1.0469,75.585
2011-04-07,283.47,1.5863,0.9608,1.0441,75.514
2011-04-06,282.42,1.6144,0.9638,1.0329,75.882
2011-04-05,290.2,1.6096,0.967,1.0363,75.912
2011-04-04,293.94,1.6073,0.9632,1.0387,75.833
2011-04-01,295.23,1.607,0.9706,1.0329,75.857
2011-03-31,298.81,1.6318,0.971,1.0329,76.118
2011-03-30,290.24,1.6288,0.9744,1.0291,76.249
2011-03-29,293.31,1.6463,0.9779,1.0244,76.128
2011-03-28,290.98,1.6629,0.9805,1.026,76.217
2011-03-25,291.28,1.662,0.9752,1.0212,75.656
2011-03-24,296.24,1.6594,0.9816,1.0131,75.794
2011-03-23,302.06,1.6604,0.9807,1.0103,75.434
2011-03-22,303.97,1.6598,0.9778,1.0063,75.401
2011-03-21,303.23,1.666,0.9843,0.9959,75.718
2011-03-18,309.21,1.6655,0.9848,0.9803,76.041
2011-03-17,313.49,1.678,0.9914,0.9839,76.681
2011-03-16,318.13,1.6756,0.9859,0.991,76.328
2011-03-15,306.55,1.6653,0.9738,1.0097,76.349
2011-03-14,300.01,1.6598,0.9732,1.0138,76.776
2011-03-11,296.28,1.6649,0.976,1.0008,77.276
2011-03-10,298.55,1.6622,0.9685,1.0108,76.721
2011-03-09,287.04,1.654,0.9714,1.0099,76.798
2011-03-08,280.81,1.6546,0.9733,1.0119,76.496
2011-03-07,288.15,1.6546,0.9734,1.0138,76.4
2011-03-04,290.92,1.6546,0.972,1.0146,76.483
2011-03-03,283.8,1.6493,0.9731,1.0169,76.671
2011-03-02,296.04,1.6576,0.9748,1.0134,77.049
2011-03-01,303.2,1.6639,0.9716,1.0186,76.889
2011-02-28,303.7,1.6643,0.9774,1.0177,77.275
2011-02-25,300.95,1.663,0.9826,1.0088,77.057
2011-02-24,302.75,1.6641,0.9895,1.0022,77.409
2011-02-23,299.72,1.674,0.9907,0.9988,77.768
2011-02-22,300.58,1.6724,0.983,1.0094,77.689
2011-02-21,286.85,1.6682,0.9868,1.0147,77.664
2011-02-18,286.85,1.6621,0.9843,1.0119,77.995
2011-02-17,287.54,1.661,0.9849,1.0033,78.223
2011-02-16,286.05,1.6692,0.9898,0.9964,78.573
2011-02-15,291.49,1.6698,0.9891,1.0029,78.614
2011-02-14,287.68,1.667,0.9874,1.0021,78.46
2011-02-11,280.11,1.6657,0.9953,1.0044,78.25
2011-02-10,275.79,1.6675,0.9938,1.0124,77.641
2011-02-09,277.14,1.6593,0.9952,1.0146,77.999
2011-02-08,265.86,1.6646,0.9908,1.0135,78.029
2011-02-07,273.47,1.6795,0.9873,1.0138,78.044
2011-02-04,270.34,1.6737,0.9911,1.0153,77.748
2011-02-03,277.44,1.6681,0.9879,1.0101,77.158
2011-02-02,277.94,1.6672,0.9906,1.0111,77.067
2011-02-01,284.46,1.6644,1.001,0.9974,77.735
2011-01-31,298.2,1.667,1.0013,0.994,78.133
2011-01-28,305.23,1.683,0.9934,0.992,77.727
2011-01-27,289.34,1.6764,0.994,0.9993,77.898
2011-01-26,281.51,1.668,0.9968,0.9967,78.002
2011-01-25,290.6,1.6718,0.9935,0.9974,78.05
2011-01-24,283.2,1.6708,0.9931,0.9898,78.213
2011-01-21,284.13,1.6777,0.9973,0.9871,78.823
2011-01-20,281.65,1.6735,0.9957,1.0009,78.64
2011-01-19,285.44,1.6708,0.9913,0.9994,78.962
2011-01-18,278.6,1.6744,0.987,0.9938,79.337
2011-01-17,281.4,1.6805,0.9909,0.9888,79.162
2011-01-14,281.4,1.6851,0.9892,0.9976,79.191
2011-01-13,281.38,1.6726,0.9857,0.9966,80.031
2011-01-12,278.37,1.6734,0.9905,0.9872,80.846
2011-01-11,280.97,1.6837,0.9934,0.9956,80.881
2011-01-10,287.6,1.6891,0.9935,0.9959,81.012
2011-01-07,281.63,1.684,0.9966,0.9944,80.791
2011-01-06,271.86,1.6869,0.9956,0.9995,80.258
2011-01-05,263.52,1.6739,0.9983,1.0051,79.444
2011-01-04,270.62,1.6605,0.9938,1.0168,79.127
2011-01-03,282.42,1.6472,0.998,1.0233,79.028
2010-12-31,288.52,1.6613,1,1.0172,79.521
2010-12-30,280.34,1.66,1.0009,1.0179,79.796
2010-12-29,285.49,1.6788,1.001,1.01,80.365
2010-12-28,278.38,1.6915,1.0068,1.0046,80.366
2010-12-27,279.66,1.6859,1.0083,1.0045,80.474
2010-12-24,282.35,1.6909,1.0093,1.0042,80.522
2010-12-23,282.35,1.6913,1.0132,0.999,80.727
2010-12-22,284.17,1.7003,1.0171,0.9979,80.718
2010-12-21,290.81,1.6954,1.0168,0.9935,80.628
2010-12-20,290.08,1.7066,1.014,0.9882,80.373
2010-12-17,295.28,1.7143,1.0061,0.9901,80.181
2010-12-16,282.16,1.7027,1.005,0.987,80.261
2010-12-15,270.74,1.7095,1.0062,0.999,79.367
2010-12-14,264.8,1.6974,1.0074,0.9962,79.284
2010-12-13,278.27,1.6939,1.0091,0.9853,80.07
2010-12-10,272.52,1.707,1.0106,0.9837,80.069
2010-12-09,276.64,1.7103,1.0112,0.9796,79.997
2010-12-08,274.49,1.6903,1.0124,0.9829,79.857
2010-12-07,270.76,1.6818,1.0057,0.9899,79.571
2010-12-06,291.99,1.6749,1.0039,0.9931,79.377
2010-12-03,286.15,1.687,1.0026,0.9771,80.303
2010-12-02,293.67,1.6963,1.017,0.9683,80.713
2010-12-01,300.26,1.7049,1.0264,0.9588,81.195
2010-11-30,321.67,1.7143,1.0181,0.9631,80.835
2010-11-29,304.04,1.7185,1.0213,0.9645,80.357
2010-11-26,285.21,1.7279,1.0092,0.9808,79.73
2010-11-25,285.21,1.7216,1.0099,0.9817,79.867
2010-11-24,285.21,1.7216,1.0247,0.9723,79.681
2010-11-23,297.81,1.7357,1.0187,0.9887,78.682
2010-11-22,289.15,1.7216,1.0168,0.9866,78.504
2010-11-19,282.86,1.7156,1.019,0.9899,78.617
2010-11-18,281.36,1.7115,1.0246,0.9797,79.084
2010-11-17,284.37,1.7269,1.0223,0.9767,79.21
2010-11-16,290.52,1.7416,1.0099,0.9853,78.518
2010-11-15,272.3,1.7222,1.0123,0.9847,78.082
2010-11-12,276.58,1.7222,1.0033,0.9979,78.217
2010-11-11,277.39,1.7157,1.0009,1.0053,77.634
2010-11-10,277.39,1.7079,1.008,1.0035,77.443
2010-11-09,268.46,1.7013,1.0036,1.0136,77.027
2010-11-08,274.24,1.7003,1.0001,1.0159,76.548
